video_id,movimiento,camara,archivo,resultado,label,codigos,criterios,etiquetador,timestamp
"sq_076","SQUAT","1","sq_076_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:24"
"sq_077","SQUAT","1","sq_077_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:24"
"sq_078","SQUAT","1","sq_078_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:24"
"sq_079","SQUAT","1","sq_079_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:25"
"sq_080","SQUAT","1","sq_080_cam1.mp4","invalido","0","SQ-01|SQ-02","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas | Doble rebote en el fondo o movimiento descendente durante el ascenso","Bastian","2026-09-09 17:25"
"sq_081","SQUAT","1","sq_081_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:25"
"sq_082","SQUAT","1","sq_082_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:25"
"sq_083","SQUAT","1","sq_083_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:25"
"sq_084","SQUAT","1","sq_084_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:26"
"sq_085","SQUAT","1","sq_085_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:26"
"sq_086","SQUAT","1","sq_086_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:26"
"sq_087","SQUAT","1","sq_087_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:27"
"sq_088","SQUAT","1","sq_088_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:27"
"sq_089","SQUAT","1","sq_089_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:27"
"sq_090","SQUAT","1","sq_090_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:27"
"sq_091","SQUAT","1","sq_091_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:27"
"sq_092","SQUAT","1","sq_092_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:27"
"sq_093","SQUAT","1","sq_093_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_094","SQUAT","1","sq_094_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_095","SQUAT","1","sq_095_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_096","SQUAT","1","sq_096_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:28"
"sq_097","SQUAT","1","sq_097_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_098","SQUAT","1","sq_098_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_099","SQUAT","1","sq_099_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_100","SQUAT","1","sq_100_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:28"
"sq_101","SQUAT","1","sq_101_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_102","SQUAT","1","sq_102_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_103","SQUAT","1","sq_103_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_104","SQUAT","1","sq_104_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_105","SQUAT","1","sq_105_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_106","SQUAT","1","sq_106_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:29"
"sq_107","SQUAT","1","sq_107_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_108","SQUAT","1","sq_108_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_109","SQUAT","1","sq_109_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_110","SQUAT","1","sq_110_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_111","SQUAT","1","sq_111_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_112","SQUAT","1","sq_112_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_113","SQUAT","1","sq_113_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_114","SQUAT","1","sq_114_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_115","SQUAT","1","sq_115_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:30"
"sq_116","SQUAT","1","sq_116_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_117","SQUAT","1","sq_117_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_118","SQUAT","1","sq_118_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_119","SQUAT","1","sq_119_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_120","SQUAT","1","sq_120_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_121","SQUAT","1","sq_121_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_122","SQUAT","1","sq_122_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_123","SQUAT","1","sq_123_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_124","SQUAT","1","sq_124_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_125","SQUAT","1","sq_125_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:31"
"sq_126","SQUAT","1","sq_126_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_127","SQUAT","1","sq_127_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_128","SQUAT","1","sq_128_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_129","SQUAT","1","sq_129_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_130","SQUAT","1","sq_130_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_131","SQUAT","1","sq_131_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:32"
"sq_132","SQUAT","1","sq_132_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_133","SQUAT","1","sq_133_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_134","SQUAT","1","sq_134_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_135","SQUAT","1","sq_135_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_136","SQUAT","1","sq_136_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_137","SQUAT","1","sq_137_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_138","SQUAT","1","sq_138_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_139","SQUAT","1","sq_139_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_140","SQUAT","1","sq_140_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_141","SQUAT","1","sq_141_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_142","SQUAT","1","sq_142_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:33"
"sq_143","SQUAT","1","sq_143_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:34"
"sq_144","SQUAT","1","sq_144_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:35"
"sq_145","SQUAT","1","sq_145_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:35"
"sq_146","SQUAT","1","sq_146_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:35"
"sq_147","SQUAT","1","sq_147_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:35"
"sq_148","SQUAT","1","sq_148_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_149","SQUAT","1","sq_149_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_150","SQUAT","1","sq_150_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_151","SQUAT","1","sq_151_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_152","SQUAT","1","sq_152_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_153","SQUAT","1","sq_153_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_154","SQUAT","1","sq_154_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_155","SQUAT","1","sq_155_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:36"
"sq_156","SQUAT","1","sq_156_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_157","SQUAT","1","sq_157_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_158","SQUAT","1","sq_158_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_159","SQUAT","1","sq_159_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_160","SQUAT","1","sq_160_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_161","SQUAT","1","sq_161_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:37"
"sq_162","SQUAT","1","sq_162_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:38"
"sq_163","SQUAT","1","sq_163_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:38"
"sq_164","SQUAT","1","sq_164_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:38"
"sq_165","SQUAT","1","sq_165_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:38"
"sq_166","SQUAT","1","sq_166_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:39"
"sq_167","SQUAT","1","sq_167_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:39"
"sq_168","SQUAT","1","sq_168_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:39"
"sq_169","SQUAT","1","sq_169_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:39"
"sq_170","SQUAT","1","sq_170_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:39"
"sq_171","SQUAT","1","sq_171_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:39"
"sq_172","SQUAT","1","sq_172_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:39"
"sq_173","SQUAT","1","sq_173_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:40"
"sq_174","SQUAT","1","sq_174_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_175","SQUAT","1","sq_175_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_176","SQUAT","1","sq_176_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_177","SQUAT","1","sq_177_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_178","SQUAT","1","sq_178_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_179","SQUAT","1","sq_179_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:40"
"sq_180","SQUAT","1","sq_180_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_181","SQUAT","1","sq_181_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_182","SQUAT","1","sq_182_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_183","SQUAT","1","sq_183_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_184","SQUAT","1","sq_184_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_185","SQUAT","1","sq_185_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:41"
"sq_186","SQUAT","1","sq_186_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_187","SQUAT","1","sq_187_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_188","SQUAT","1","sq_188_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_189","SQUAT","1","sq_189_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_190","SQUAT","1","sq_190_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_191","SQUAT","1","sq_191_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_192","SQUAT","1","sq_192_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_193","SQUAT","1","sq_193_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_194","SQUAT","1","sq_194_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_195","SQUAT","1","sq_195_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_196","SQUAT","1","sq_196_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:42"
"sq_197","SQUAT","1","sq_197_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:43"
"sq_198","SQUAT","1","sq_198_cam1.mp4","invalido","0","SQ-01","No bajar hasta que muslos en cadera queden por debajo del tope de rodillas","Bastian","2026-09-09 17:43"
"sq_199","SQUAT","1","sq_199_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:43"
"sq_200","SQUAT","1","sq_200_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:43"
"sq_201","SQUAT","1","sq_201_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:43"
"sq_202","SQUAT","1","sq_202_cam1.mp4","valido","1","","","Bastian","2026-09-09 17:43"
